record_id,brand_name,product_name,vendor,derived_niche,risk_flags,net_earnings_per_sale_usd,cart_conversion_pct,cancellation_rate_pct,econ_score,signal,source,date,suggestions_total,branded_suggestions,commercial_modifiers,high_intent_modifiers,bing_demand_tier,branded_search_points,evidence,confidence
309,Kidney Solution,Kidney Solution,Kidneycoach,health-supplement,SUPPLEMENT|MEDICAL,49.38,7.0,11.17,79.26,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,9,6,NONE,NONE,BING_WEAK,4,kidney solutions ; kidney solutions website ; kidney solution program ; kidney solutions santa rosa ; kidney solutions kerrville ; the chronic kidney solution by shelly manning,MEDIUM
83,Alpha Drive 24,Alpha Drive 24,alphadrive24,health-supplement,SUPPLEMENT,133.8,6.0,15.45,79.08,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,9,1,NONE,NONE,BING_WEAK,4,alpha drive 24,MEDIUM
86,ProstaPure 24,ProstaPure 24,alphadrive24,health-supplement,SUPPLEMENT,133.65,5.0,15.22,78.93,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,2,2,ingredients,NONE,BING_WEAK,4,prostapure 24 ; prostapure 24 ingredients,MEDIUM
325,The Trained Eye Program,The Trained Eye Program,DenisTheMoneyMenace,education-courses,NONE,161.33,UNKNOWN,UNKNOWN,78.2,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,24,1,NONE,NONE,BING_WEAK,4,the trained eye program,MEDIUM
333,The Subconscious Millionaire System,The Subconscious Millionaire System,darrelltee,other,NONE,172.85,UNKNOWN,UNKNOWN,77.5,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,2,1,NONE,NONE,BING_WEAK,4,the subconscious millionaire system,MEDIUM
847,Rank in ChatGPT,Rank in ChatGPT – Earn $200+/Sale (75%),Rafa1217,ai-software,MAKE_MONEY,260.6,UNKNOWN,UNKNOWN,77.5,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,10,3,NONE,NONE,BING_WEAK,4,rank in chatgpt rankkstar io ; rank in chatgpt rankstar io ; rank in chatgpt rankstaar,MEDIUM
805,PS1000 MetaBurst,PS1000 MetaBurst,championscience,weight-loss,NONE,223.57,UNKNOWN,UNKNOWN,77.4,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,1,1,NONE,NONE,BING_WEAK,4,ps1000 metaburst,MEDIUM
34,How To Make Rugs,Tufting Mastery Class | How To Make Rugs,kramis_teppich_design,education-courses,NONE,42.3,4.0,2.57,77.22,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,10,8,NONE,NONE,BING_WEAK,4,how to make rugs ; how to make rugs non slip ; how to make rugs with yarn ; how to make rugs bigger in sims 4 ; how to make rugs in minecraft ; how to make rugs not slide ; how to make rugs in bloxburg ; how to make rugs stay on carpet,MEDIUM
490,Home Brewing for Dads,Home Brewing for Dads | Earn 75% Commissions,darrelltee,other,MAKE_MONEY,134.25,UNKNOWN,UNKNOWN,76.95,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,21,1,NONE,NONE,BING_WEAK,4,home brewing for dads,MEDIUM
488,Frugal Freedom,Frugal Freedom | Earn 75% Commissions,darrelltee,other,MAKE_MONEY,125.47,UNKNOWN,UNKNOWN,76.62,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,4,1,NONE,NONE,BING_WEAK,4,frugal freedom,MEDIUM
680,Content Creation With AI,Content Creation With AI,ManikandanP,ai-software,NONE,104.0,UNKNOWN,UNKNOWN,76.39,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,5,1,NONE,NONE,BING_WEAK,4,content creation with ai,MEDIUM
349,Dog Potty Training in 7 Days,Dog Potty Training in 7 Days | Earn 75% on Proven System,darrelltee,fitness,MAKE_MONEY,105.29,UNKNOWN,UNKNOWN,75.75,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,19,1,NONE,NONE,BING_WEAK,4,dog potty training in 7 days,MEDIUM
621,FullyVital Hair Serum,FullyVital Hair Serum,fullyvital25,health-supplement,SUPPLEMENT,109.5,UNKNOWN,UNKNOWN,75.04,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,2,1,NONE,NONE,BING_WEAK,4,fullyvital hair serum,MEDIUM
479,Glow Era,Glow Era – $497 Glow-Up Challenge | Huge Commission,akrdar,other,NONE,290.72,UNKNOWN,UNKNOWN,75.0,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,10,10,NONE,NONE,BING_WEAK,4,glow era ; glow eraser pen ; glow eraser ; glow eraser tool ; glow eraser cream ; glow eraser stick ; glow eraser makeup ; glow era health,MEDIUM
776,Internet Millionaire,Internet Millionaire,internets,education-courses,NONE,1169.88,UNKNOWN,UNKNOWN,75.0,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,6,2,NONE,NONE,BING_WEAK,4,internet millionaire ; future internet millionaire,MEDIUM
780,Intelligent Cryptocurrency VIP,Intelligent Cryptocurrency VIP,IC2020,forex-crypto-trading,FINANCIAL,1168.15,UNKNOWN,UNKNOWN,75.0,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,1,1,NONE,NONE,BING_WEAK,4,intelligent cryptocurrency vip,MEDIUM
819,SPEED WEALTH,SPEED WEALTH - Earn Up Tp $944 Per Sale + Recurring,digitalbankroll,forex-crypto-trading,FINANCIAL|MAKE_MONEY,291.89,UNKNOWN,UNKNOWN,75.0,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,4,4,pdf,NONE,BING_WEAK,4,speed wealth ; speed wealth system ; speed wealth book ; speed wealth pdf,MEDIUM
820,Agent X,Agent X,remixable,ai-software,NONE,277.85,UNKNOWN,UNKNOWN,75.0,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,20,20,NONE,NONE,BING_WEAK,4,agent x ; agent xcelerator login ; agent x44 ; agent xero ; agent xcelerator ; agent x pilot ; agent xxl ; agent xps disabled,MEDIUM
368,ExpertSlides,ExpertSlides - The secret weapon for your presentations!,expertslides,ai-software,MIRACLE_CLAIM,133.37,UNKNOWN,UNKNOWN,74.42,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,2,1,free,NONE,BING_WEAK,4,expertslides.com/free-office,MEDIUM
829,Computer Literacy for Seniors,Computer Literacy for Seniors | 4% CVR | $44.50/Sale,MasterYourMachineIn90Days,education-courses,NONE,78.09,UNKNOWN,UNKNOWN,74.28,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,24,1,NONE,NONE,BING_WEAK,4,computer literacy for seniors,MEDIUM
877,Contract Aura,Contract Aura | AI contract generator tool script,praneet_brar,survival-preparedness,SURVIVAL_FEAR,56.16,UNKNOWN,UNKNOWN,74.16,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,9,1,NONE,NONE,BING_WEAK,4,contract aura,MEDIUM
11,Prime Perform Supplement EN,Prime Perform Supplement EN,thankyouchoice,health-supplement,SUPPLEMENT,115.81,3.0,8.56,73.74,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,12,1,NONE,NONE,BING_WEAK,4,prime perform supplement en,MEDIUM
1364,Best Selling Product,Earn 70% Commissions Promote Moringa - Best Selling Product,eznaturals,health-supplement,SUPPLEMENT|MAKE_MONEY,111.3,UNKNOWN,UNKNOWN,73.72,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,17,17,amazon,NONE,BING_WEAK,4,best selling products on amazon ; best selling products ; best selling products on etsy ; best selling products for cleaning ; best selling products 2026 ; best selling products online ; best selling products on ebay ; best selling products 2025,MEDIUM
1378,300.000 Laser Cut Files,300.000 Laser Cut Files,hamdi4321,other,NONE,146.24,UNKNOWN,UNKNOWN,73.71,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,21,1,NONE,NONE,BING_WEAK,4,300.000 laser cut files,MEDIUM
55,HGH Activator,HGH Activator,NaturecastProducts,health-supplement,SUPPLEMENT,38.09,6.0,4.79,73.61,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,5,1,review,review,BING_WEAK,4,hgh activator review,MEDIUM
774,Easy DIY Power Plan,Easy DIY Power Plan,EasyPowerPlan,home-diy,NONE,48.73,UNKNOWN,UNKNOWN,73.47,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,13,1,reviews,reviews,BING_WEAK,4,easy diy power plan reviews,MEDIUM
376,Start Making Money,10-Video Course PLR + MRR Bundle - Start Making Money NOW!,HeikoBoos,education-courses,NONE,107.98,UNKNOWN,UNKNOWN,73.38,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,15,15,NONE,NONE,BING_WEAK,4,start making money from home today ; start making money online ; start making money today ; start making money online immediately ; start making money online today ; start making money from ebooks ; start making money from stocks ; start making money from tiktok,MEDIUM
605,Slin Glucose Disposal,"Slin Glucose Disposal - ""Carbs into Muscle""",enhancedlabs,health-supplement,SUPPLEMENT,77.69,UNKNOWN,UNKNOWN,73.35,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,1,1,NONE,NONE,BING_WEAK,4,slin glucose disposal,MEDIUM
830,T20,T20,jaylabpro,health-supplement,SUPPLEMENT,47.46,UNKNOWN,UNKNOWN,72.54,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,25,25,NONE,NONE,BING_WEAK,4,t20 world cup 2026 ; t20 ; t20 world cup ; t20 cricket ; t20 wc ; t200 ; t2000 ; t20 blast,MEDIUM
935,Weight Loss,Earn 65% Commission Promoting WeGoSlim - Weight Loss,nexmmedia5a4e,weight-loss,MEDICAL|MAKE_MONEY,102.7,UNKNOWN,UNKNOWN,72.53,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,25,25,NONE,NONE,BING_WEAK,4,weight loss ; weight loss drugs ; weight loss pills ; weight loss calculator ; weight loss medications ; weight loss shots ; weight loss icd 10 ; weight loss patches,MEDIUM
596,Back to the Origin,Back to the Origin - Online Course,phoenix555,education-courses,NONE,185.31,UNKNOWN,UNKNOWN,72.28,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,10,5,NONE,NONE,BING_WEAK,4,back to the origin ; back to the origin chinese drama ; back to the origin cdrama ; go back to the original ; edit back to the original,MEDIUM
584,the Quantum Brainwave Protocol,Promote the Quantum Brainwave Protocol Now!,heric0051,mental-wellbeing,NONE,51.77,UNKNOWN,UNKNOWN,72.26,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,10,1,NONE,NONE,BING_WEAK,4,the quantum brainwave protocol,MEDIUM
89,The Doctor's Book Of Survival Home Remedies,The Doctor's Book Of Survival Home Remedies,docsrem,survival-preparedness,MEDICAL|SURVIVAL_FEAR,21.03,3.0,3.74,72.19,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,12,1,NONE,NONE,BING_WEAK,4,the doctor's book of survival home remedies,MEDIUM
27,PinealXT,Unlock Earnings! Promote PinealXT!,Nutraville,health-supplement,SUPPLEMENT,158.86,13.0,9.97,89.08,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,5,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
51,HydroLean XT Gold,Promote HydroLean XT Gold Now!,zenmavibe,weight-loss,NONE,87.17,9.0,5.56,87.62,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,2,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
72,US Immigration Survival PRO Bundle,81 % Commission on US Immigration Survival PRO Bundle,IsMaria,survival-preparedness,SURVIVAL_FEAR,32.87,13.0,4.76,84.69,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
80,Acid Refluy,Help Others Overcome Their Acid Refluy | 45% Commission,Refluxsummit,education-courses,NONE,49.43,7.0,5.19,81.29,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,13,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
132,Reflux Online Summit,Reflux Online Summit | Take Control of Your Acid Reflux,Refluxsummit,education-courses,MEDICAL,49.43,7.0,5.19,81.29,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
125,the Ultimate Digital Marketing Guide eBook,Promote the Ultimate Digital Marketing Guide eBook now!,Fitlifesolutions,other,NONE,21.59,16.0,11.29,81.17,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,21,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
133,Scorpio Scalper,Scorpio Scalper,altrasoftware,ai-software,NONE,61.57,7.0,5.92,81.13,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,6,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
35,SPARTAMAX Male Enhancement Gummies,SPARTAMAX Male Enhancement Gummies | High EPC and Commission,midasman88,health-supplement,SUPPLEMENT,148.1,4.0,7.44,80.99,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,1,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
135,Start Promoting the JointVive Today,Start Promoting the JointVive Today!,zenmavibe,health-supplement,SUPPLEMENT,89.2,6.0,10.78,79.74,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,4,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
127,Silence Tinnitus and Hearing Issues with Zeneara,Silence Tinnitus and Hearing Issues with Zeneara!,Nutraville,health-supplement,SUPPLEMENT|MEDICAL,70.02,9.0,13.71,78.91,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
138,7-Figure ELITE Partnership,7-Figure ELITE Partnership,Perpincome,education-courses,NONE,439.11,5.0,12.05,77.85,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
318,KetoDNA,KetoDNA - The Keto Diet Offer Your Audience Hasn’t Seen Yet,HoK-Group,weight-loss,NONE,178.0,UNKNOWN,UNKNOWN,77.5,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,14,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
320,From Zero to Commission,From Zero to Commission,ZeroToCommission,other,NONE,185.25,UNKNOWN,UNKNOWN,77.5,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,25,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
478,AI × Keto Diet That Converts,AI × Keto Diet That Converts — Earn up to $480 per sale,HoK-Group,weight-loss,MAKE_MONEY,561.55,UNKNOWN,UNKNOWN,77.5,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,2,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
128,Do Simple Writing Jobs Online,Get Paid To Do Simple Writing Jobs Online,socialpaid,education-courses,MAKE_MONEY,82.97,9.0,19.99,77.49,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,17,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
350,The AI Side Hustle System,The AI Side Hustle System | Earn 75% Commissions,darrelltee,make-money-online,MAKE_MONEY,134.25,UNKNOWN,UNKNOWN,76.95,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,16,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
398,Local Lead Generation Blueprint,Local Lead Generation Blueprint | Earn 75% Commissions,darrelltee,other,MAKE_MONEY,132.49,UNKNOWN,UNKNOWN,76.89,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,24,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
489,The First-Time Chicken Keeper's,The First-Time Chicken Keeper's | Earn 75% Commissions,darrelltee,pets,MAKE_MONEY,128.98,UNKNOWN,UNKNOWN,76.75,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,1,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
471,Advanced Testosterone Booster,Top T — Advanced Testosterone Booster,enhancedlabs,health-supplement,SUPPLEMENT|MEDICAL,184.24,UNKNOWN,UNKNOWN,76.6,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
773,Hardcore Test Enhancer,Black Ox - Hardcore Test Enhancer,enhancedlabs,health-supplement,SUPPLEMENT,200.03,UNKNOWN,UNKNOWN,76.6,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
327,The Complete Social Confidence System,The Complete Social Confidence System | Earn 75% Commissions,darrelltee,mental-wellbeing,MAKE_MONEY,121.96,UNKNOWN,UNKNOWN,76.48,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,21,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
792,The 24K Golden Rose,The 24K Golden Rose,luxgoldenrose,health-supplement,SUPPLEMENT,139.69,UNKNOWN,UNKNOWN,76.25,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,13,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
640,Lottery Increaser,Lottery Increaser,lotteryincreaser,education-courses,NONE,85.11,UNKNOWN,UNKNOWN,76.2,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,1,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
809,Slot Machine System,Slot Machine System,SlotMachineSystem,other,NONE,85.11,UNKNOWN,UNKNOWN,76.2,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,12,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
70,Ultimate Dynamic Personal Budget in Google Sheets,Ultimate Dynamic Personal Budget in Google Sheets,FinSavvyDesigns,other,NONE,28.3,14.0,16.89,76.1,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
319,GlutLess Energy And GlutLess Sleep,GlutLess Energy And GlutLess Sleep,FallonQ,health-supplement,SUPPLEMENT,104.94,UNKNOWN,UNKNOWN,75.63,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
1361,EZNaturals Moringa Leaf Complex,EZNaturals Moringa Leaf Complex | 70% Affiliate Commission,eznaturals,health-supplement,SUPPLEMENT,174.3,UNKNOWN,UNKNOWN,75.2,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,23,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
785,The Ultimate Viddeos A.I. System,The Ultimate Viddeos A.I. System | 50% Recurring Commissions,viddeosai,ai-software,NONE,524.7,UNKNOWN,UNKNOWN,75.0,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,1,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
793,Empowered Parenting: Boosting School Engagement,Empowered Parenting: Boosting School Engagement,+,survival-preparedness,SURVIVAL_FEAR,190.11,UNKNOWN,UNKNOWN,75.0,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
845,Profit Partners University,Profit Partners University - Affiliate Marketing Course,DenisTheMoneyMenace,make-money-online,FINANCIAL|MAKE_MONEY,232.23,UNKNOWN,UNKNOWN,75.0,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
1379,Eternum Prostate Health,Eternum Prostate Health,eternumbrands,health-supplement,SUPPLEMENT|MEDICAL,171.98,UNKNOWN,UNKNOWN,75.0,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
82,Diabetes Offer: Berberine Supplement,Diabetes Offer: Berberine Supplement,simpleketo,health-supplement,SUPPLEMENT,43.34,6.0,11.68,74.73,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,21,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
629,Dominate the Diabetes Niche with Gluconite,Dominate the Diabetes Niche with Gluconite!,mysteryoffers,health-supplement,SUPPLEMENT,62.96,UNKNOWN,UNKNOWN,74.72,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,1,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
124,Glucotrust: New Killer Blood Sugar Supplement,Glucotrust: New Killer Blood Sugar Supplement,edelixir,health-supplement,SUPPLEMENT|MEDICAL,60.54,UNKNOWN,UNKNOWN,74.53,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,23,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
784,Primal Power: The Ultimate Male Enhancement Formula,Primal Power: The Ultimate Male Enhancement Formula,edelixir,weight-loss,SUPPLEMENT,60.54,UNKNOWN,UNKNOWN,74.53,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
806,"Glucose Disposal ""Carbs into Muscle""","SLIN — Glucose Disposal ""Carbs into Muscle""",enhancedlabs,weight-loss,NONE,134.54,UNKNOWN,UNKNOWN,74.46,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,8,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
370,JointEternal,JointEternal,naturalcell,health-supplement,SUPPLEMENT,51.77,UNKNOWN,UNKNOWN,73.76,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,13,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
869,Make Huge Profits with Gluco Guard,Make Huge Profits with Gluco Guard!,nutrateam,health-supplement,SUPPLEMENT,51.77,UNKNOWN,UNKNOWN,73.76,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,10,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
578,Backlink Bundle 2.0,Backlink Bundle 2.0 – High-Converting SEO Offer,praneet_brar,other,NONE,525.87,UNKNOWN,UNKNOWN,73.5,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
298,Navigating Paleo Diet,Navigating Paleo Diet,APVEnt,weight-loss,NONE,22.94,UNKNOWN,7.84,73.44,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
155,21st Century Survival Kit,21st Century Survival Kit - MAGA 1.0,Survival777,survival-preparedness,SURVIVAL_FEAR,467.96,UNKNOWN,UNKNOWN,73.4,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,24,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
707,Complete Course Full Year Slides,AP Environmental Science – Complete Course Full Year Slides,hamdi4321,education-courses,NONE,146.24,UNKNOWN,UNKNOWN,73.37,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,1,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
887,Métabo-Cycle 45,Métabo-Cycle 45 — Carb Rotation Method for Women 45+,Harmoniabybeatrix,other,NONE,102.9,UNKNOWN,UNKNOWN,73.34,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
380,Built to CRUSH Internationally,CreativeWave – Built to CRUSH Internationally!,primarytour,other,NONE,45.86,UNKNOWN,UNKNOWN,73.17,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,5,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
794,Engaged parents raise thriving students,Engaged parents raise thriving students!,+,education-courses,NONE,102.37,UNKNOWN,UNKNOWN,73.11,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,24,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
324,Weight Loss 2.0,Weight Loss 2.0,DS123456789,weight-loss,MEDICAL,42.99,UNKNOWN,UNKNOWN,72.85,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,15,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
100,Solución renal,Solución renal,Kidneycoach,other,NONE,41.24,UNKNOWN,UNKNOWN,72.65,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,10,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
643,Get Paid As Live Chat Assistant,Get Paid As Live Chat Assistant,socialpaid,education-courses,MAKE_MONEY,41.24,UNKNOWN,UNKNOWN,72.65,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,19,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
861,7 Figure Mastery,7 Figure Mastery,masterycourses,other,NONE,87.71,UNKNOWN,UNKNOWN,72.35,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,0,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
288,The Power of the Ancestors,The Power of the Ancestors - Online Course,phoenix555,education-courses,NONE,385.4,UNKNOWN,UNKNOWN,72.28,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,16,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
763,Smartphone Filmmaking Pro,Smartphone Filmmaking Pro - Membership,SFP-Media1121,education-courses,NONE,85.99,UNKNOWN,UNKNOWN,72.25,Bing autosuggest (api.bing.com/osjson.aspx),Bing (native),2026-08-24,4,0,NONE,NONE,BING_DEMAND_INSUFFICIENT,0,no branded suggestion returned,HIGH
